Item,Market,Order ID
"Wasabi Green Peas, 4.5 oz",LA,8
"5 Cheese Ravioli, 11.5 oz",SF,8
"Premium Unsweetened Coconut Cream, 5.4 oz",EB,8
"5 Cheese Ravioli, 11.5 oz (LA)",LA,8
"Orecchiette, 16 oz",EB,8
"Jidori Chicken Gyoza, 1 dozen",LA,8
"Red Beets, 1 bunch",SF,8
"Dark Chocolate Brownie Mix, 23 oz",EB,8
"Shredded Chicken, 12oz",SF,8
"Frozen Blueberries Jar, 16 oz",EB,8
"Bay Leaf, .25 oz",LA,8
"Spearmint Whitening Antiplaque Toothpaste, 5.25 oz",EB,8
"Orecchiette, 16 oz",SF,8
"Coconut Caramel Popcorn, 5.5 oz",SF,8
"Pure Almond Mylk, 32 oz",LA,8
"Honey Nut Cheerios, 11.5 oz",SF,8
"Cinnamon Raisin Bagel (take & bake), 1 each",LA,8
"Whole Chocolate Milk, 1 quart",EB,8
"Deep Dark Salt & Malt Chocolate Bar, 2.82 oz",EB,8
"Chocolate Chip Tiny Bite Cookies, 8oz",LA,8
"Chocolate Chip Tiny Bite Cookies, 8oz",EB,8
"Quick Oats, 14 oz",SF,8
"Unsalted Butter, 1 lb",EB,8
"White Turkish Figs, 11 oz",LA,8
"Spearmint, 1 bunch",LA,8
"Sightglass Owl's Howl Espresso Whole Bean, 12 oz",LA,8
"Bamboo Toilet Paper, 1 each",LA,8
"Serrano Pepper, 1 each",EB,8
"Pastrami, 8 oz",EB,8
"Black Beans, 24 oz",EB,8
"Sparkling Water- Tangerine, 8 pack",LA,8
"Unsweetened Coconut Milk, 13.5 oz",EB,8
"Raisin Bran, 17.5 oz",SF,8
"Black Beans, 15 oz",SF,8
"Great Northern Beans, 15 oz",SF,8
"Ground Pork, 1 lb",EB,8
"Toma Cheese, 7 oz",SF,8
"Whole Chicken, 2.5-3lbs",SF,8
"Salami, 1 each",EB,8
"Sourdough Pretzel Nuggets, 6 oz",SF,8
"Ground Pork- Antibiotic Free, 1 lb",LA,8
"Vegan Mozzarella Cheese, 8 oz",EB,8
"Manchego Cheese Aged 3 Months, 7 oz",SF,8
"Whole Peeled Tomatoes, 28 oz",LA,8
"Shelled Walnut Halves and Pieces, 7 oz",SF,8
"Malted Milk Balls, 10 oz",LA,8
"Sliced Brioche Pullman Loaf, 1 each",LA,8
"Vegan Parmesan Cheese, 8 oz",LA,8
"Peppered Turkey Breast, 8 oz",LA,8
"Gluten Free Soy Sauce, 10 oz",SF,8
"Crunchy Cassava Gluten Free Crackers, 6 oz",EB,8
"All Natural Turkey Meatballs in Marinara, 24 oz",LA,8
"Portobello Mushroom, 8 oz",EB,8
"Roasted Tomato House Salsa, 15.75 oz",SF,8
MDZ Malbec 2020 Mendoza (21+),SF,8
"Sliced Swiss Cheese, 8 oz",EB,8
"Lundberg Long Grain White Rice, 13 oz",SF,8
"Plain Greek Kefir Yogurt, 8 oz",EB,8
"Unfiltered Apple Juice, 1.5 liter",EB,8
"El Corazon Breakfast Blend Whole Bean, 12 oz",EB,8
"Dried Apple, 4 oz",EB,8
"Parma Kale Chips, 4 oz",EB,8
"Heritage O's, 16 oz",SF,8
"Valencia Orange, 4 pack",EB,8
"Pistachio Mulberry Granola, 8 oz",SF,8
"Blueboon Whole Bean, 12 oz",LA,8
"Garbanzo Beans, 15 oz",SF,8
"Cheddar Crackers, 10 oz",SF,8
"Salted Butter, 1 lb",EB,8
"Pork Tenderloin, 16oz",EB,8
"Bone-In Pork Chops, 2 count",EB,8
"Cheddar Bites, 6oz",LA,8
"Creamy Almond Butter, 12 oz",LA,8
"Probiotic Plain Goat Milk Yogurt, 4.75 oz",EB,7
"Pain de Mie Loaf, 34 oz",EB,7
"Half & Half, 1 pint",LA,7
"Pistachio Mulberry Granola, 8 oz",LA,7
"Dry Roasted Peanuts, 10 oz",SF,7
"Ground Cumin, 1 oz",LA,7
"High Peaks Trail Mix, 16 oz",SF,7
"Extra Long Basmati Sella Rice, 13 oz",LA,7
"Sesame Bagel, 1 each",SF,7
"Premium Bamboo Paper Towel Roll, 1 each",EB,7
"Original Granola, 8 oz",SF,7
"Premium Bamboo Paper Towel Roll, 1 each",SF,7
"Premium Mixers Mediterranean Tonic Water, 4 x 6.8 oz",EB,7
"Roasted and Salted Mixed Nuts, 9 oz",SF,7
"Honey Almond Nougat Chocolate Bar, 6.35",LA,7
"Sliced Almonds, 7 oz",SF,7
"Salted Brown Butter Chocolate Bar, 2.82 oz",SF,7
"Sparkling Mineral Water, 25.3 oz",LA,7
"Refried Beans, 15 oz",LA,7
"Salted Brown Butter Chocolate Bar, 2.82 oz",EB,7
"Mirepoix Vegetable Mix, 10 oz",SF,7
"Lavender Lemonade, 16 oz",EB,7
"Mayonnaise, 12 oz",LA,7
"Roasted Everything Bagel Cashews, 8 oz",LA,7
"Spelt Walnut Sourdough Loaf (not available on Mondays and Tuesdays), 1 each",SF,7
"Marinara Sauce, 24 oz",EB,7
"Roasted Maple Glazed Mixed Nuts, 8 oz",EB,7
"Marcona Almond Pesto, 7 oz",EB,7
"Strong Cold Brew Coffee, 32 oz",LA,7
"Manchego Cheese Aged 3 Months, 7 oz",EB,7
"Magnolia & Lily Hypoallergenic Laundry Detergent, 16 oz",SF,7
"Magnolia & Lily Hypoallergenic Laundry Detergent, 16 oz",EB,7
"Garlic Powder, 1.5 oz",LA,7
"Pitted Kalamata Olives, 8 oz",EB,7
"Pain D'Epi Loaf (not available on Tuesdays), 1 each",EB,7
"Red Lentils, 26 oz",LA,7
"Honey Rye Porridge Loaf (not available on Tuesdays), 1 each",EB,7
"Honey, 16oz",SF,7
"Parma Kale Chips, 4 oz",SF,7
"Pinto Beans, 15 oz",EB,7
"French Green Lentils, 26 oz",LA,7
"Seeded Buckwheat Gluten Free Sourdough Bread Loaf, 1 each (LA)",LA,7
"Oreo Cookies, 5 oz",EB,7
"Frenched Pork Chops 8 oz, 2 count",LA,7
"Ora King Salmon Fillet LA, 1 lb",LA,7
"Once Again Creamy Peanut Butter, 12 oz",SF,7
"Jelly Beans, 11 oz",SF,7
"Fresh Unsweetened Almond Milk, 16 oz",SF,7
"Frontier Co-Op Nutritional Yeast, 5 oz",LA,7
"Pecan Halves, 8 oz",LA,7
"Salted Sesame Sticks, 6 oz",SF,7
"Short Grain Brown Rice, 26 oz",LA,7
"Pistachio Mulberry Granola, 8 oz",EB,7
"Creamy Almond Butter, 12 oz",SF,7
"Unsweetened Coconut Milk, 13.5 oz",LA,7
"Dried Apple, 4 oz",SF,7
"Butternut Squash, 1 each",EB,7
"Diced Onion, 10 oz",LA,7
"Cubed Butternut Squash with Thyme, 18 oz",SF,7
"Wild Mushroom Ravioli, 11.5 oz (LA)",LA,7
"Cubed Butternut Squash with Thyme, 18 oz",LA,7
"Tigerwalk Espresso Ground Coffee, 12 oz",SF,7
"Bone-In Pork Chops, 2 count",SF,7
"Backyard BBQ Potato Chips, 7 oz",SF,7
"Vegan Veggie and Black Bean Tamale, 1 each",SF,7
"Cous Cous, 12 oz",EB,7
"Chicken Base, 8 oz",EB,7
"Cheddar Crackers, 10 oz",LA,7
"Burger Buns, 4 count",EB,7
"Cream Top Whole Milk, 1/2 gallon",LA,7
"Albacore Tuna Steak (Sushi Grade), 16 oz",SF,7
"Croissant, 1 each",SF,7
"Creamy Whole Milk Mango Passion Fruit Yogurt, 5.6 oz",EB,7
"Baguette (not available on Tuesday), 1 each",SF,7
"Unsweetened Light Coconut Milk, 13.5 oz",SF,7
"Sun Dried Tomato Pesto, 7 oz",SF,7
"Dried Apricots, 9 oz",SF,7
"Vegan Maple Turkey, 8 oz",LA,7
"Diced Onion, 10 oz",EB,7
"Dark Salted Almond Chocolate Bar, 2.82 oz",EB,7
"41% Semi-Sweet Cookie Drops, 12 oz",LA,7
"Sweetened Dried Mango, 5 oz",EB,7
"Vegan Mushroom Chorizo Breakfast Burrito, 1 each",EB,7
"Strong Cold Brew Coffee, 32 oz",SF,7
"Apple Juice, 32 oz",LA,7
"Classic Hummus, 9 oz",EB,7
"Citrus Hibiscus, 16 oz",EB,7
"Vegan Chili, 1 portion",SF,7
"Bittersweet Chocolate Chip Cookie, 1 each",EB,7
"Whole Raw Almonds, 9 oz",EB,7
"Caramel Sea Salt Popcorn, 5.5 oz",EB,7
"Sweetened Dried Mango, 5 oz",SF,6
"Sweet Italian Sausage, 4 count",SF,6
Prosa Frizzante Rosé 2020 Austria (21+),EB,6
"Sliced Pain de Mie Pullman Loaf, 23 oz",SF,6
"Organic Tomato Paste, 6 oz",SF,6
"Caramel Sea Salt, 6.35 oz",SF,6
"Sonoma Sour Cream, 8 oz",LA,6
"Croissant, 1 each",EB,6
"Premium Bamboo Paper Towel Roll, 1 each",LA,6
"Cheddar Bites, 6oz",SF,6
"Mixed Produce Bag, 10 items",LA,6
"Sour Gummy Worms, 13 oz",LA,6
"Crushed Tomatoes, 28 oz",EB,6
"Crushed Tomatoes, 28 oz",LA,6
"Mini Peanut Butter Cups, 12 oz",LA,6
"Sparkling Water- Passionfruit, 8 pack",LA,6
"Apple Juice, 32 oz",SF,6
"Light Brown Sugar, 30 oz",EB,6
"Backyard BBQ Potato Chips, 7 oz",LA,6
"Fresh Unsweetened Almond Milk, 32 oz",SF,6
"Lemon Rice, 8 oz",LA,6
"Unrefined Toasted Sesame Oil, 8 oz",LA,6
"Lemon Poppyseed Muffin, 1 each",EB,6
"Crunchy Cassava Gluten Free Crackers, 6 oz",SF,6
"Roasted Everything Bagel Cashews, 8 oz",SF,6
"Vegetable Base, 8 oz",SF,6
"Heirloom Udon Noodle, 16 oz",SF,6
"Coco Nutritious and Repairing Hair Mask, 9 oz",EB,6
"Triple Berry Granola, 8 oz",EB,6
"Black Beans, 24 oz",SF,6
"Tuna Fillets in Spring Water, 6.7 oz",SF,6
"Hearts of Palm, 14 oz",LA,6
"Raspberry Lemonade, 32 oz",EB,6
"Humboldt Fog Goat Cheese, 7 oz",EB,6
"Beef Hot Dogs, 4 count",EB,6
"House Napa Cabbage Vegan Kimchi, 16 oz",EB,6
"Unsweetened Coconut Milk, 13.5 oz",SF,6
"Beef Hot Dogs, 4 count",SF,6
"Once Again Creamy Peanut Butter, 12 oz",EB,6
"Unsalted Butter, 8 oz",SF,6
"Sesame Bagel (take & bake), 1 each",LA,6
"Bella Vista Dark Roast Whole Bean Coffee, 12 oz",SF,6
"Chives, 1 bunch",EB,6
"Chocolate Croissant, 1 each",SF,6
"Chives, 1 bunch",LA,6
"Short Rib Tortellini, 10 oz",EB,6
"Oreo Cookies, 5 oz",LA,6
"Red Tart Cherry Juice, 32 oz",EB,6
"Natural Ground Turkey, 1 lb",SF,6
"Pumpkin Seed Basil Pesto, 12oz",EB,6
"Organic Pomegranate Kombucha, 16 oz",SF,6
"Pumpkin Seed Basil Pesto, 12oz",SF,6
"Rosemary Crackers, 35 crackers",EB,6
"Chia Seeds, 22 oz",EB,6
"Cream Top Whole Milk, 1 quart",SF,6
"Chia Seeds, 22 oz",SF,6
"Organic Light Roast Crunchy Peanut Butter, 16 oz",SF,6
Sauvignon Blanc- Russian River Valley 2019 CA (21+),EB,6
"Raisin Bran, 17.5 oz",LA,6
"Quick Oats, 14 oz",LA,6
"Vermont Peppermint Magic Castile Liquid Soap, 8 oz",EB,6
"Sightglass Owl's Howl Espresso Whole Bean, 12 oz",SF,6
"Sea Salt Flakes, 4 oz",LA,6
"Organic Cane Sugar, 15 oz",LA,6
"White Onion, 1 each",LA,6
"Torchio, 9 oz",SF,6
"Traditional Kouign Amann, 1 each",EB,6
"Sweet Italian Sausage, 4 count",EB,6
"Chives, 1 bunch",SF,6
"Everything Bagel (take & bake), 1 each",LA,6
"Deep Dark Sea Salt Chocolate Bar, 2.82 oz",SF,6
"Canola Oil, 16 oz",SF,6
"Peeled Garlic, 8 oz",SF,6
"Fig Greek Kefir Yogurt, 8 oz",SF,6
"Farro, 23 oz",SF,6
"Strawberry Preserve, 10 oz",EB,6
"Angel Hair Pasta, 16 oz",EB,6
"Delicata Squash, 1 lb",LA,6
"Extra Fine Granulated Sugar, 16 oz",SF,6
"Roasted Tomato House Salsa, 15.75 oz",EB,6
"Dry Roasted Peanuts, 10 oz",LA,6
"Extra Long Basmati Rice, 13 oz",LA,6
"Spelt Walnut Sourdough Loaf (not available on Mondays and Tuesdays), 1 each",EB,6
"Sultana Raisins, 10 oz",EB,6
Cabernet Sauvignon 2019 CA (21+),SF,6
"Manchego Cheese Aged 1 Year, 7 oz",EB,6
"Peeled Garlic, 8 oz",LA,6
"Extra Virgin Olive Oil- 100% California, 25.4 oz",SF,6
"Roasted Tomato Habanero Salsa, 15.75 oz",SF,6
"Dried Cranberries, 8 oz",SF,6
"Burger Buns, 4 count",SF,6
"Antibacterial Toilet Cleaning Tabs, 12 each",LA,6
"Vegan Chipotle Turkey, 7 oz",SF,6
"Aged Emmi Gruyere, 7 oz",LA,6
"Riced Cauliflower, 18 oz",LA,6
"Rigatoni, 20 oz",LA,6
"Unsweetened Hemp Milk, 32 oz",SF,5
"Everything Puffed Kelp Chips, 3.5 oz",LA,5
"Red Lentils, 26 oz",SF,5
"Tomato Sauce, 24 oz",LA,5
"Mango Lemonade, 32 oz",EB,5
"Mango Lemonade, 32 oz",LA,5
"Organic Gingerade Kombucha, 16 oz",LA,5
"Vermont 2-yr Aged Cheddar, 7 oz",SF,5
"Rainbow Sprinkles, 3 oz",LA,5
"Silicone Bowl Covers, 6 pack",LA,5
"Cous Cous, 12 oz",LA,5
"Corn Starch, 16 oz",EB,5
"Natural Rice Vinegar, 12 oz",EB,5
"Vegan Chipotle Turkey, 7 oz",LA,5
"Organic Light Roast Crunchy Peanut Butter, 16 oz",LA,5
"Sliced Almonds, 7 oz",EB,5
"Malted Milk Balls, 10 oz",EB,5
"Salted Sesame Sticks, 6 oz",EB,5
"Baking Soda, 3 oz",EB,5
"Sun Dried Tomato Pesto, 7 oz",LA,5
"Creamy Whole Milk Orange Blossom Honey, 4.9 oz",LA,5
"Blood Orange Bliss Juice, 16 oz",SF,5
"Whole Wheat Flour, 22 oz",EB,5
"Unsweetened Light Coconut Milk, 13.5 oz",LA,5
"Organic Pomegranate Kombucha, 16 oz",EB,5
"Tomato Basil Soup, 1 portion",LA,5
"Young Original Jackfruit, 14 oz",EB,5
"Skim Milk, 1/2 gallon",SF,5
"Skim Milk, 1/2 gallon",LA,5
"Pumpkin Seeds, 10 oz",LA,5
"Chia Seeds, 22 oz",LA,5
"Greek Olive Mix, 10.2 0z",EB,5
"Greek Olive Mix, 10.2 0z",LA,5
"Tony's Dark Milk Pretzel Toffee Chocolate Bar 42%, 6.35 oz",SF,5
"Natural Biodegradable Silk Dental Floss and Stainless Steel Metal Container, 1 each + 3 Refills",LA,5
"Black Pepper Medium Ground, 1 oz",SF,5
"Organic Oat Milk Powder, 11.3 oz",EB,5
"Jade Pearl Rice, 13 oz",LA,5
"Sichuan Chili Crisp, 6 oz",SF,5
"Ground Cumin, 1 oz",EB,5
"Marcona Almond Pesto, 7 oz",LA,5
"Classic Milk Chocolate Bar, 6.35 oz",LA,5
"Classic Hummus, 9 oz",SF,5
"Heirloom Soba Noodles, 16 oz",EB,5
"Pine Nuts, 7 oz",SF,5
"Heirloom Udon Noodle, 16 oz",LA,5
"Zesty Citrus & Honey Spreadable Goat Cheese, 4 oz",SF,5
"Wasabi Lotus Chips, 2 oz",LA,5
"6-Grain Pancake & Waffle Mix, 24 oz",SF,5
"Heritage O's, 16 oz",LA,5
"Zhoug Hummus, 9 oz",EB,5
"Cinnamon Toast Crunch, 13 oz",SF,5
"Sesa Miche Loaf (not available on Tuesdays), 1 each",SF,5
"Cinnamon Raisin Bagel, 1 each",SF,5
"Serrano Tomatillo Roasted Tomato Salsa, 15.75 oz",SF,5
"Chocolate Kouign Amann, 1 each",SF,5
"Serrano Tomatillo Roasted Tomato Salsa, 15.75 oz",LA,5
"Dried Cranberries, 8 oz",LA,5
"Chocolate Kouign Amann, 1 each",EB,5
"Hot Curry Hummus, 9 oz",EB,5
"Wasabi Lotus Chips, 2 oz",EB,5
"Olive Herb Gluten Free Sourdough Bread Loaf, 1 each",EB,5
"Chocolate Chip Tiny Bite Cookies, 8oz",SF,5
"Humboldt Fog Goat Cheese, 7 oz",SF,5
"Pitted Kalamata Olives, 8 oz",SF,5
"Sea Salt, 4 oz",SF,5
"El Corazon Breakfast Blend Whole Bean, 12 oz",SF,5
"Chicken Tortilla Soup, 1 portion",EB,5
"Chicken Tortilla Soup, 1 portion",SF,5
"Creamy Whole Milk Pineapple Coconut Yogurt, 5.6 oz",LA,5
"Zesty Citrus & Honey Spreadable Goat Cheese, 4 oz",EB,5
"Organic Apple Cider Vinegar, 16 oz",SF,5
"Black Coffee Cold Brew Concentrate, 32 oz",SF,5
"Raisin Bran, 17.5 oz",EB,5
"Vegan Portobello Mushroom Tamale, 1 each",EB,5
"Ground Turmeric Root, 1.5 oz",EB,5
"Sea Salt Potato Chips, 7 oz",SF,5
"Dried Apricots, 9 oz",EB,5
"Italian Balsamic Vinegar, 17 oz",EB,5
"Short Grain Brown Rice, 26 oz",SF,5
"Butternut Squash, 1 each",SF,5
"Plain Bagel (take & bake), 1 each",LA,5
"Tuna Fillets in Spring Water, 6.7 oz",EB,5
"Clementine Sparkling Juice, 4 pack",EB,5
"Navy Beans, 15 oz",EB,5
"Plain + Simple Coconut Yogurt, 1 each",LA,5
"Black Beans, 24 oz",LA,5
"Sea Salt Puffed Kelp Chips, 3.5 oz",LA,5
"Roasted Butternut Squash Gourmet Ravioli, 10 oz",SF,5
"Cacao Powder, 8 oz",LA,5
"Peppermint Whitening Antiplaque Toothpaste, 5.25 oz",EB,5
"Salami, 1 each",SF,5
"Vegan Cookie Dough, 1 lb",SF,5
"Dark Chocolate Nonpareils, 10 oz",SF,5
"Synergy Trilogy Kombucha, 16 oz",SF,5
"Morning Glory Kombucha, 16 oz",EB,5
"Salad Blend Shaved Cheese (Asiago, Romano, and Parmesan), 5 oz",SF,5
"Daily Light Conditioner- Citrus, 16 oz",SF,5
"Pork Breakfast Sausage Links, 8 count",SF,5
"Morning Glory Kombucha, 16 oz",SF,5
"Mini Pieces, 12 oz",EB,5
"Thyme, 1 bunch",EB,5
"Mini Peanut Butter Cups, 12 oz",SF,5
"Roasted and Salted Mixed Nuts, 9 oz",LA,5
"Thyme, 1 bunch",LA,5
"Thyme, 1 bunch",SF,5
"Reduced Sodium Gluten Free Soy Sauce, 10 oz",LA,5
"Whole Grain Dijon Mustard, 7.3 oz",EB,5
"Louisiana Hot Links, 4 count",EB,5
"Fingerling Potato Halves with Rosemary, 17 oz",SF,5
"Dark Chocolate French Pudding, 3.5 oz",LA,5
"Original Lotus Chips, 2 oz",SF,5
"Pecorino Romano, 7 oz",SF,5
"Whole Peeled Tomatoes, 28 oz",SF,5
"Frontier Co-Op Nutritional Yeast, 5 oz",EB,5
"Light Amber Honey, 17 oz",LA,5
"Vegan Swiss Cheese, 8 oz",LA,5
"Taco Seasoning, 1.5 oz",EB,5
"Bucatini, 16 oz",LA,5
"Lemonade, 32 oz",EB,5
"Dark Chocolate 70% Cocoa Disc, 4 oz",LA,5
"Frozen Organic Pitaya, 16 oz",LA,5
"Sparkling Water- Grapefruit, 8 pack",LA,5
"Portobello Mushroom, 8 oz",SF,5
"Castelvetrano Olives, 10.6 oz",EB,5
"Fig Greek Kefir Yogurt, 8 oz",EB,5
"Broccoli Cheddar Soup, 15.5 oz",LA,5
"Fig Gluten Free Sourdough Bread Loaf, 1 each (LA)",LA,5
"Dairy Free Hazelnut Spread, 9.52 oz",LA,5
"Potato Gnocchi, 16 oz",SF,5
"Angel Hair Pasta, 16 oz",SF,5
"Feel Mo' Betta Double Shot, 4 oz",SF,5
"Pecan Halves, 8 oz",SF,5
"Flax Seeds, 9 oz",LA,5
"M&M's, 13 oz",LA,5
"Organic Vegan Dark Chocolate Pudding, 3.5 oz",LA,5
"Rosemary Crackers, 35 crackers",LA,5
"Parsley, 0.4 oz",EB,5
"Sour Cherry Almond Coconut Yogurt, 1 each",EB,5
"Four Fruits Preserves, 13 oz",EB,5
"Roasted Unsalted Cashew Butter, 12 oz",LA,5
"Crumbled Blue Cheese, 4.5 oz",LA,5
"Yellow Corn Tortillas, 1 dozen",SF,5
"Vegan Chocolate Mousse, 1 each",EB,5
"Party Wings, 2 lb",LA,5
"Plain Yogurt, 4.75 oz",SF,5
"Vanilla Bean Low Fat Greek Yogurt, 5.3 oz",EB,5
"Gluten-Free Sweet Red Chili Dipping Sauce, 6.5 oz",LA,5
"Laundry Detergent Sheets- Ocean Breeze, 60 sheets",EB,5
"Creamy Whole Milk Raspberry Blueberry Yogurt, 5.6 oz",SF,5
"Goat Gouda, 7 oz",SF,5
"Whole Wheat Flour, 22 oz",SF,5
"Roasted Unsalted Sunflower Seeds, 9 oz",SF,5
"Multigrain Flakes, 16 oz",EB,5
"Crushed Red Pepper Flakes, 1.5 oz",SF,5
"Crunchy Cassava Gluten Free Crackers, 6 oz",LA,5
"Deep Dark Blackout Chocolate Bar, 2.82 oz",EB,5
"Salt Vinegar Grain-Free Veggie Chips, 8 oz",LA,5
"Penne Rigatte, 22 oz",LA,5
"Sour Gummy Worms, 13 oz",SF,5
"Lundberg Long Grain White Rice, 13 oz",LA,5
"Bagel Chips, 8 oz",LA,5
"Vegetable Base, 8 oz",EB,5
"Blueboon Whole Bean, 12 oz",SF,5
"Vegan Mushroom Chorizo Breakfast Burrito, 1 each",SF,4
"Reusable Clear Stand Up Mid Bag, 1 each",SF,4
"Seeded Buckwheat Gluten Free Sourdough Bread Loaf, 1 each",EB,4
"Lip Butter- Lavender Earl Grey, 1 each",SF,4
"Sea Salt, 4 oz",LA,4
"Hot Sauce, 5 oz",EB,4
"Chili con Queso Potato Chips, 7 oz",EB,4
"Loma Alta Cheese, 7 oz",EB,4
"Lime Dishwasher Powder, 1 lb",EB,4
"Lightly Sea Salted Mixed Nut Butter, 12 oz",EB,4
"Marinara Sauce, 24 oz",SF,4
"Birthday Candles, 12 pack",LA,4
"Humboldt Fog Goat Cheese, 7 oz",LA,4
"Rosemary, 1 bunch",LA,4
"Marcona Almond Pesto, 7 oz",SF,4
"Non Pareils Capers, 5.3 oz",LA,4
"Hot Dog Buns, 6 count",SF,4
"Vegan Parmesan Cheese, 8 oz",EB,4
"Marinara Sauce, 16 oz",EB,4
"Rosemary, 1 bunch",EB,4
"Wasabi Green Peas, 4.5 oz",EB,4
"Minestrone, 1 portion",LA,4
"00 Flour, 21 oz",LA,4
"Rio Habanero Potato Chips, 7 oz",LA,4
"Bucatini, 16 oz",EB,4
"Sardines in Olive Oil A La Antigua Skin On, 6.7 oz",EB,4
"Mild Nacho Cashew Queso, 10.8 oz",EB,4
"Vegan Lemon Garlic Chicken, 8 oz",SF,4
"Unsweetened Ketchup, 11.3 oz",EB,4
"Sardines in Olive Oil A La Antigua Skin On, 6.7 oz",SF,4
"Vermont 2-yr Aged Cheddar, 7 oz",EB,4
"Cacao Nibs, 8oz",LA,4
"Manchego Cheese Aged 1 Year, 7 oz",SF,4
"Manchego Cheese Aged 1 Year, 7 oz",LA,4
"Riced Cauliflower, 18 oz",SF,4
"Kosher Salt, 16 oz",EB,4
"Lemongrass Turmeric Paste, 3.53 oz",EB,4
"Vegetable Madras Curry, 13 oz",LA,4
"Vegetable Base, 8 oz",LA,4
"Cheddar Crackers, 10 oz",EB,4
"Salted Butter, 1 lb",LA,4
"Malted Milk Balls, 10 oz",SF,4
"Salted Sesame Sticks, 6 oz",LA,4
"Salted Butter, 8 oz",LA,4
"Rio Habanero Potato Chips, 7 oz",EB,4
"Vegan Lemon Garlic Chicken, 8 oz",EB,4
"Roasted Tomato House Salsa, 15.75 oz",LA,4
"Chard Knock Life Green Juice, 16 oz",SF,4
"Chicken Base, 8 oz",SF,4
"Unsweetened Hemp Milk, 32 oz",LA,4
"Maple Pecan Butter, 12 oz",SF,4
"Vanilla Tiny Bite Cookies, 8oz",LA,4
"Rotisserie Chicken Breast, 8 oz",LA,4
"Vegan Parmesan Cheese, 8 oz",SF,4
"Chicken and Spinach Ravioli, 11.5 oz",EB,4
"Bourbon Vanilla Coconut Yogurt, 5 oz",SF,4
"Lemon Poppyseed Muffin, 1 each",SF,4
"Vanilla Tiny Bite Cookies, 8oz",EB,4
"Blueberry Lavender Coconut Yogurt, 1 each",EB,4
"Chicken Tikka Masala, 12.5 oz",SF,4
"Vanilla Hemp Milk, 32 oz",SF,4
"Vanilla Extract, 2 oz",EB,4
"Refined Coconut Oil, 23 oz",EB,4
"Unsweetened Hemp Milk, 32 oz",EB,4
"Vanilla Coffee Creamer, 1 quart",LA,4
"Chana Daal, 12.5 oz",LA,4
"Luau Honey BBQ Potato Chips, 7 oz",EB,4
"Jelly Beans, 11 oz",LA,4
"Chicken Noodle Soup, 1 portion",EB,4
"Roasted Tamari Almonds, 8 oz",LA,4
"Dried Currants, 10 oz",EB,4
"Wasabi Green Peas, 4.5 oz",SF,4
"Goji Berries, 8 oz",LA,4
"Dairy Free Hazelnut Spread, 9.52 oz",EB,4
"Garam Masala, 1.5 oz",EB,4
"Frozen Strawberries Jar, 16 oz",EB,4
"Dark Chocolate Bar 70%, 6.35 oz",LA,4
"Apricot Preserves, 13 oz",SF,4
"Dark Chocolate Brownie Mix, 23 oz",SF,4
"Sparkling Water- Grapefruit, 8 pack",EB,4
"Sparkling Water- Passionfruit, 8 pack",EB,4
"Dark Chocolate Covered Almonds, 11 oz",SF,4
"Dark Chocolate Covered Espresso Beans, 10 oz",LA,4
"Dark Chocolate French Pudding, 3.5 oz",EB,4
"French Vanilla Yogurt, 4.75 oz",SF,4
"Apple Juice, 32 oz",EB,4
"Dark Salted Coconut Toffee Chocolate Bar, 2.82 oz",EB,4
"French Green Lentils, 26 oz",SF,4
"Sparkling Water, 1 liter",EB,4
"Raw Trail Mix, 16 oz",SF,4
"Thai Red Curry, 3.53 oz",EB,4
